"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Pyr) / (126, Pyr)"	"Abundance Ratio: (127C, Pyr) / (126, Pyr)"	"Abundance Ratio: (128N, Pyr) / (126, Pyr)"	"Abundance Ratio: (128C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130C, Pyr) / (126, Pyr)"	"Abundance Ratio: (131, Pyr) / (126, Pyr)"	"Abundance: F3: 126, Sample, Pyr"	"Abundance: F3: 127N, Sample, Pyr"	"Abundance: F3: 127C, Sample, Pyr"	"Abundance: F3: 128N, Sample, Pyr"	"Abundance: F3: 128C, Sample, Pyr"	"Abundance: F3: 129N, Sample, Pyr"	"Abundance: F3: 129C, Sample, Pyr"	"Abundance: F3: 130N, Sample, Pyr"	"Abundance: F3: 130C, Sample, Pyr"	"Abundance: F3: 131, Sample, Pyr"	"Abundances Count: F3: 126, Sample, Pyr"	"Abundances Count: F3: 127N, Sample, Pyr"	"Abundances Count: F3: 127C, Sample, Pyr"	"Abundances Count: F3: 128N, Sample, Pyr"	"Abundances Count: F3: 128C, Sample, Pyr"	"Abundances Count: F3: 129N, Sample, Pyr"	"Abundances Count: F3: 129C, Sample, Pyr"	"Abundances Count: F3: 130N, Sample, Pyr"	"Abundances Count: F3: 130C, Sample, Pyr"	"Abundances Count: F3: 131, Sample, Pyr"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_0300900"	"organism=Plasmodium_falciparum_3D7 | product=stevor-like | location=Pf3D7_03_v3:67928-68682(+) | length=216 | sequence_SO=chromosome | SO=protein_coding"	"11.5740740740741"	"3"	"3"	"3"	"1"	"216"	"25.76"	"9.64"	""	"0.962"	"0.968"	"1.055"	"0.838"	"0.883"	"0.809"	"0.882"	"0.767"	"0.781"	"525.7"	"505.7"	"509.0"	"554.8"	"440.6"	"425.3"	"464.3"	"463.9"	"403.1"	"410.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.638"	"0"	"55.1045381044205"	"3"
"False"	"IsMasterProtein"	"PF3D7_0528600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_05_v3:1176969-1177286(-) | length=105 | sequence_SO=chromosome | SO=protein_coding"	"12.3809523809524"	"1"	"1"	"1"	"1"	"105"	"12.788"	"9.99"	""	"1.006"	"1.138"	"1.172"	"0.679"	"0.620"	"0.722"	"0.656"	"0.572"	"0.593"	"159.3"	"160.2"	"181.3"	"186.7"	"108.2"	"115.0"	"98.7"	"104.5"	"91.1"	"94.5"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.468"	"0"	"55.06"	"1"
"False"	"IsMasterProtein"	"PF3D7_0622900"	"organism=Plasmodium_falciparum_3D7 | product=transcription factor with AP2 domain(s), putative (ApiAP2) | location=Pf3D7_06_v3:925105-931074(-) | length=1989 | sequence_SO=chromosome | SO=protein_coding"	"1.20663650075415"	"3"	"3"	"3"	"1"	"1989"	"237.219"	"8.9"	""	"1.049"	"1.127"	"1.522"	"1.153"	"1.105"	"1.155"	"1.276"	"0.999"	"1.061"	"83.0"	"87.1"	"93.5"	"126.3"	"95.7"	"95.9"	"91.7"	"105.9"	"82.9"	"88.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.036"	"0"	"54.99"	"3"
"False"	"IsMasterProtein"	"PF3D7_0524900"	"organism=Plasmodium_falciparum_3D7 | product=tRNA-YW synthesizing protein, putative | location=Pf3D7_05_v3:1027396-1030362(+) | length=988 | sequence_SO=chromosome | SO=protein_coding"	"4.45344129554656"	"6"	"7"	"6"	"1"	"988"	"116.679"	"7.65"	""	"1.069"	"1.006"	"1.032"	"0.633"	"0.628"	"0.557"	"0.695"	"0.510"	"0.560"	"333.6"	"356.5"	"335.5"	"344.4"	"211.1"	"185.9"	"209.4"	"232.0"	"170.2"	"186.7"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.409"	"0"	"54.962458589093"	"6"
"False"	"IsMasterProtein"	"PF3D7_1026600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_10_v3:1113495-1118573(-) | length=1692 | sequence_SO=chromosome | SO=protein_coding"	"7.26950354609929"	"3"	"3"	"3"	"1"	"1692"	"196.369"	"9.23"	""	"1.036"	"1.029"	"1.139"	"1.012"	"0.978"	"1.044"	"0.973"	"0.878"	"0.897"	"238.5"	"247.2"	"245.3"	"271.7"	"241.3"	"248.9"	"233.3"	"232.1"	"209.4"	"213.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.061"	"0"	"54.8083615895471"	"3"
"False"	"IsMasterProtein"	"PF3D7_1422600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:910227-912152(+) | length=641 | sequence_SO=chromosome | SO=protein_coding"	"4.21216848673947"	"3"	"3"	"3"	"1"	"641"	"75.193"	"7.91"	""	"0.918"	"0.777"	"0.481"	"0.238"	"0.191"	"0.225"	"0.198"	"0.182"	"0.159"	"450.0"	"413.2"	"349.7"	"216.3"	"107.3"	"101.1"	"86.0"	"89.1"	"82.1"	"71.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.17"	"0"	"54.7933333333333"	"3"
"False"	"IsMasterProtein"	"PF3D7_1208800"	"organism=Plasmodium_falciparum_3D7 | product=zinc finger protein, putative | location=Pf3D7_12_v3:405608-409150(-) | length=1180 | sequence_SO=chromosome | SO=protein_coding"	"2.96610169491525"	"2"	"2"	"1"	"1"	"1180"	"138.868"	"6.57"	""	"0.935"	"1.133"	"1.360"	"1.053"	"1.147"	"0.959"	"1.301"	"0.971"	"0.735"	"33.9"	"31.7"	"38.4"	"46.1"	"35.7"	"32.5"	"38.9"	"44.1"	"32.9"	"24.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.087"	"0"	"54.7635897648333"	"2"
"False"	"IsMasterProtein"	"PF3D7_1442700"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1742113-1749790(+) | length=2511 | sequence_SO=chromosome | SO=protein_coding"	"1.23456790123457"	"3"	"4"	"3"	"1"	"2511"	"300.791"	"9.17"	""	"1.067"	"1.091"	"1.082"	"0.808"	"0.842"	"0.861"	"0.837"	"0.739"	"0.763"	"215.8"	"230.3"	"235.4"	"233.5"	"174.4"	"185.9"	"181.6"	"180.6"	"159.4"	"164.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.029"	"0"	"54.7512306947212"	"3"
"False"	"IsMasterProtein"	"PF3D7_1035900"	"organism=Plasmodium_falciparum_3D7 | product=probable protein, unknown function (M566) | location=Pf3D7_10_v3:1423983-1425683(+) | length=566 | sequence_SO=chromosome | SO=protein_coding"	"12.5441696113074"	"3"	"3"	"3"	"1"	"566"	"65.112"	"3.92"	""	"1.013"	"1.066"	"1.001"	"0.542"	"0.435"	"0.524"	"0.451"	"0.370"	"0.401"	"261.4"	"264.9"	"278.6"	"261.7"	"141.7"	"137.1"	"113.7"	"117.9"	"96.6"	"104.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.179"	"0"	"54.72"	"3"
"False"	"IsMasterProtein"	"PF3D7_1348500"	"organism=Plasmodium_falciparum_3D7 | product=TBC domain protein, putative | location=Pf3D7_13_v3:1950400-1951847(+) | length=347 | sequence_SO=chromosome | SO=protein_coding"	"6.9164265129683"	"3"	"5"	"3"	"1"	"347"	"41.18"	"8.06"	""	"0.944"	"0.970"	"0.862"	"0.256"	"0.117"	"0.151"	"0.109"	"0.098"	"0.092"	"1218.0"	"1149.9"	"1181.6"	"1049.8"	"312.3"	"184.1"	"142.3"	"132.7"	"118.8"	"111.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.551"	"0"	"54.72"	"3"
"False"	"IsMasterProtein"	"PF3D7_1200600"	"organism=Plasmodium_falciparum_3D7 | product=erythrocyte membrane protein 1, PfEMP1 (VAR2CSA) | location=Pf3D7_12_v3:46788-56805(-) | length=3056 | sequence_SO=chromosome | SO=protein_coding"	"0.425392670157068"	"1"	"1"	"1"	"1"	"3056"	"355.019"	"7.27"	""	"1.027"	"0.862"	"1.090"	"0.720"	"0.711"	"0.823"	"0.935"	"0.611"	"0.660"	"84.9"	"87.2"	"73.2"	"92.5"	"61.1"	"69.9"	"60.4"	"79.4"	"51.9"	"56.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.011"	"0"	"54.62"	"1"
"False"	"IsMasterProtein"	"PF3D7_1460300"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L29, putative | location=Pf3D7_14_v3:2459214-2459964(-) | length=67 | sequence_SO=chromosome | SO=protein_coding"	"11.9402985074627"	"1"	"6"	"1"	"1"	"67"	"8.009"	"10.76"	""	"0.267"	"0.107"	"0.166"	"1.631"	"1.914"	"1.834"	"1.888"	"1.674"	"1.460"	"18.7"	"5.0"	"2.0"	"3.1"	"30.5"	"34.3"	"35.8"	"35.3"	"31.3"	"27.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"9"	"0"	"54.3"	"1"
"False"	"IsMasterProtein"	"PF3D7_0516600"	"organism=Plasmodium_falciparum_3D7 | product=sporozoite surface antigen MB2 (MB2) | location=Pf3D7_05_v3:686810-691642(-) | length=1610 | sequence_SO=chromosome | SO=protein_coding"	"1.98757763975155"	"2"	"2"	"2"	"1"	"1610"	"186.923"	"8.32"	""	"1.006"	"0.916"	"1.103"	"0.829"	"0.952"	"0.853"	"0.949"	"0.797"	"0.897"	"244.1"	"245.6"	"223.7"	"269.2"	"202.3"	"208.3"	"232.5"	"231.6"	"194.6"	"218.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.044"	"0"	"54.28"	"2"
"False"	"IsMasterProtein"	"PF3D7_1200700"	"organism=Plasmodium_falciparum_3D7 | product=acyl-CoA synthetase (ACS7) | location=Pf3D7_12_v3:61556-64336(-) | length=926 | sequence_SO=chromosome | SO=protein_coding"	"1.83585313174946"	"2"	"2"	"2"	"1"	"926"	"104.555"	"8.7"	""	"1.019"	"0.966"	"0.992"	"0.613"	"0.669"	"0.605"	"0.683"	"0.528"	"0.566"	"265.2"	"270.3"	"256.1"	"263.0"	"162.5"	"160.4"	"177.4"	"181.0"	"139.9"	"150.2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.089"	"0"	"54.2531915308286"	"2"
"False"	"IsMasterProtein"	"PF3D7_1344800"	"organism=Plasmodium_falciparum_3D7 | product=aspartate carbamoyltransferase (ATCase) | location=Pf3D7_13_v3:1796274-1797709(+) | length=375 | sequence_SO=chromosome | SO=protein_coding"	"9.33333333333333"	"4"	"4"	"4"	"1"	"375"	"43.224"	"8.43"	""	"0.957"	"0.852"	"0.533"	"0.205"	"0.113"	"0.158"	"0.092"	"0.092"	"0.075"	"1187.5"	"1136.9"	"1011.5"	"632.7"	"242.9"	"187.8"	"134.4"	"109.1"	"109.6"	"89.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.445"	"0"	"54.2439974396272"	"4"
"False"	"IsMasterProtein"	"PF3D7_0822800"	"organism=Plasmodium_falciparum_3D7 | product=U5 snrnp-specific protein, putative | location=Pf3D7_08_v3:1005836-1006810(+) | length=324 | sequence_SO=chromosome | SO=protein_coding"	"4.01234567901235"	"1"	"1"	"1"	"1"	"324"	"37.062"	"5.44"	""	"0.879"	"0.777"	"0.357"	"0.140"	"0.043"	"0.073"	"0.051"	"0.051"	"0.017"	"60.2"	"52.9"	"46.8"	"21.5"	"8.4"	"4.4"	"2.6"	"3.1"	"3.1"	"1.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.129"	"0"	"54.22"	"1"
"False"	"IsMasterProtein"	"PF3D7_1001400"	"organism=Plasmodium_falciparum_3D7 | product=alpha/beta hydrolase, putative | location=Pf3D7_10_v3:74661-77572(-) | length=921 | sequence_SO=chromosome | SO=protein_coding"	"4.56026058631922"	"4"	"4"	"4"	"1"	"921"	"107.589"	"5.21"	""	"0.975"	"1.013"	"0.931"	"0.752"	"0.536"	"0.658"	"0.628"	"0.571"	"0.482"	"379.0"	"369.7"	"383.8"	"353.0"	"285.1"	"249.4"	"203.0"	"238.1"	"216.4"	"182.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.163"	"0"	"54.162015742889"	"4"
"False"	"IsMasterProtein"	"PF3D7_1425300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:985365-987755(-) | length=307 | sequence_SO=chromosome | SO=protein_coding"	"7.81758957654723"	"2"	"2"	"2"	"1"	"307"	"36.518"	"7.49"	""	"0.878"	"0.970"	"0.999"	"0.589"	"0.422"	"0.483"	"0.393"	"0.354"	"0.363"	"103.7"	"91.0"	"100.6"	"103.6"	"61.1"	"50.1"	"43.8"	"40.8"	"36.7"	"37.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.245"	"0"	"54.1331536347309"	"2"
"False"	"IsMasterProtein"	"PF3D7_0914600"	"organism=Plasmodium_falciparum_3D7 | product=zinc binding protein, putative | location=Pf3D7_09_v3:627754-628319(+) | length=111 | sequence_SO=chromosome | SO=protein_coding"	"15.3153153153153"	"2"	"2"	"2"	"1"	"111"	"12.829"	"8.51"	""	"0.912"	"0.714"	"1.062"	"0.712"	"0.873"	"0.869"	"1.065"	"0.744"	"0.901"	"56.6"	"51.6"	"40.4"	"60.1"	"40.3"	"49.2"	"49.4"	"60.3"	"42.1"	"51.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1.154"	"0"	"53.8542208520973"	"2"
"False"	"IsMasterProtein"	"PF3D7_1245400"	"organism=Plasmodium_falciparum_3D7 | product=mitochondrial ribosomal protein L3 precursor, putative | location=Pf3D7_12_v3:1894942-1895967(+) | length=341 | sequence_SO=chromosome | SO=protein_coding"	"2.93255131964809"	"1"	"1"	"1"	"1"	"341"	"39.741"	"9.82"	""	"1.016"	"1.038"	"1.208"	"1.054"	"0.994"	"0.958"	"1.029"	"0.902"	"1.097"	"98.5"	"100.1"	"102.2"	"119.0"	"103.8"	"94.4"	"97.9"	"101.4"	"88.8"	"108.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.093"	"0"	"53.84"	"1"
"False"	"IsMasterProtein"	"PF3D7_1413500"	"organism=Plasmodium_falciparum_3D7 | product=FeS assembly ATPase SufC (SufC) | location=Pf3D7_14_v3:536796-537839(-) | length=347 | sequence_SO=chromosome | SO=protein_coding"	"7.78097982708934"	"3"	"3"	"3"	"1"	"347"	"40.247"	"8.91"	""	"0.998"	"0.955"	"0.957"	"0.542"	"0.190"	"0.306"	"0.166"	"0.157"	"0.141"	"567.2"	"566.2"	"541.8"	"542.8"	"307.7"	"173.8"	"107.5"	"94.1"	"88.8"	"79.9"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.334"	"0"	"53.77"	"3"
"False"	"IsMasterProtein"	"PF3D7_1369700"	"organism=Plasmodium_falciparum_3D7 | product=U2 small nuclear ribonucleoprotein A', putative | location=Pf3D7_13_v3:2778005-2779071(-) | length=175 | sequence_SO=chromosome | SO=protein_coding"	"28.5714285714286"	"5"	"6"	"5"	"1"	"175"	"20.406"	"5.2"	""	"0.855"	"0.598"	"0.311"	"0.165"	"0.083"	"0.116"	"0.077"	"0.053"	"0.029"	"722.3"	"617.7"	"431.8"	"224.6"	"119.5"	"84.1"	"60.0"	"55.9"	"38.5"	"21.2"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"1.848"	"0"	"53.69"	"5"
"False"	"IsMasterProtein"	"PF3D7_0803200"	"organism=Plasmodium_falciparum_3D7 | product=filament assembling protein, putative | location=Pf3D7_08_v3:204241-206661(-) | length=728 | sequence_SO=chromosome | SO=protein_coding"	"2.47252747252747"	"2"	"3"	"2"	"1"	"728"	"86.689"	"7.5"	""	"0.950"	"0.849"	"0.571"	"0.114"	"0.100"	"0.117"	"0.099"	"0.075"	"0.064"	"812.3"	"771.9"	"689.8"	"463.7"	"92.4"	"95.1"	"81.4"	"80.6"	"60.9"	"52.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.058"	"0"	"53.6840522662865"	"2"
"False"	"IsMasterProtein"	"PF3D7_1301700"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein (hyp8), unknown function (GEXP07) | location=Pf3D7_13_v3:99548-100521(+) | length=245 | sequence_SO=chromosome | SO=protein_coding"	"11.4285714285714"	"3"	"3"	"3"	"1"	"245"	"28.237"	"9.91"	""	"0.926"	"0.806"	"0.736"	"0.548"	"0.582"	"0.563"	"0.496"	"0.439"	"0.485"	"481.4"	"445.8"	"387.8"	"354.4"	"263.7"	"271.1"	"280.1"	"238.9"	"211.1"	"233.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.638"	"0"	"53.48"	"3"
"False"	"IsMasterProtein"	"PF3D7_0112200"	"organism=Plasmodium_falciparum_3D7 | product=multidrug resistance-associated protein 1 (MRP1) | location=Pf3D7_01_v3:464726-470194(+) | length=1822 | sequence_SO=chromosome | SO=protein_coding"	"2.03073545554336"	"4"	"4"	"4"	"1"	"1822"	"214.303"	"8.73"	""	"0.941"	"0.876"	"0.760"	"0.498"	"0.489"	"0.515"	"0.506"	"0.443"	"0.506"	"285.4"	"268.5"	"250.0"	"216.9"	"142.0"	"147.0"	"139.6"	"144.3"	"126.3"	"144.3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.08"	"0"	"53.28"	"4"
"False"	"IsMasterProtein"	"PF3D7_0405000"	"organism=Plasmodium_falciparum_3D7 | product=ATP-dependent RNA helicase, putative | location=Pf3D7_04_v3:268960-271134(-) | length=567 | sequence_SO=chromosome | SO=protein_coding"	"2.64550264550265"	"2"	"3"	"2"	"1"	"567"	"67.645"	"8.97"	""	"1.095"	"1.057"	"1.243"	"0.958"	"0.992"	"1.023"	"1.092"	"0.909"	"0.964"	"333.5"	"365.3"	"352.6"	"414.4"	"319.4"	"341.3"	"330.8"	"364.2"	"303.0"	"321.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.136"	"0"	"53.2433333333333"	"2"
"False"	"IsMasterProtein"	"PF3D7_1220400"	"organism=Plasmodium_falciparum_3D7 | product=debranching enzyme-associated ribonuclease, putative (DRN1) | location=Pf3D7_12_v3:816909-818468(+) | length=519 | sequence_SO=chromosome | SO=protein_coding"	"5.97302504816956"	"3"	"3"	"3"	"1"	"519"	"62.676"	"9.06"	""	"1.084"	"1.076"	"1.530"	"0.724"	"0.396"	"0.599"	"0.408"	"0.316"	"0.296"	"207.1"	"224.4"	"222.9"	"316.9"	"150.0"	"124.1"	"82.0"	"84.5"	"65.4"	"61.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.304"	"0"	"53.11"	"3"
"False"	"IsMasterProtein"	"PF3D7_1146600"	"organism=Plasmodium_falciparum_3D7 | product=CCAAT-box DNA binding protein subunit B (NFYB) | location=Pf3D7_11_v3:1834401-1838773(+) | length=1301 | sequence_SO=chromosome | SO=protein_coding"	"1.99846272098386"	"3"	"3"	"3"	"1"	"1301"	"150.89"	"4.75"	""	"0.926"	"0.896"	"1.021"	"0.681"	"0.573"	"0.676"	"0.634"	"0.497"	"0.629"	"197.9"	"183.2"	"177.4"	"202.0"	"134.8"	"133.8"	"113.4"	"125.4"	"98.4"	"124.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.126"	"0"	"53.07"	"3"
"False"	"IsMasterProtein"	"PF3D7_0419800"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L7ae/L30e, putative | location=Pf3D7_04_v3:874811-875521(-) | length=236 | sequence_SO=chromosome | SO=protein_coding"	"11.0169491525424"	"3"	"3"	"3"	"1"	"236"	"27.546"	"9.2"	""	"0.894"	"0.801"	"0.752"	"0.378"	"0.180"	"0.286"	"0.170"	"0.133"	"0.107"	"311.3"	"278.4"	"249.4"	"234.0"	"117.7"	"88.9"	"55.9"	"53.0"	"41.4"	"33.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.54"	"0"	"53.0569225193686"	"3"
"False"	"IsMasterProtein"	"PF3D7_0809500"	"organism=Plasmodium_falciparum_3D7 | product=histone acetyltransferase subunit NuA4, putative | location=Pf3D7_08_v3:478512-478826(-) | length=104 | sequence_SO=chromosome | SO=protein_coding"	"10.5769230769231"	"1"	"1"	"1"	"1"	"104"	"12.181"	"9.39"	""	"0.860"	"0.693"	"0.563"	"0.367"	"0.426"	"0.427"	"0.522"	"0.402"	"0.436"	"98.0"	"84.3"	"67.9"	"55.2"	"36.0"	"41.8"	"41.7"	"51.2"	"39.4"	"42.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.389"	"0"	"53.05"	"1"
"False"	"IsMasterProtein"	"PF3D7_0720900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_07_v3:901549-902787(+) | length=265 | sequence_SO=chromosome | SO=protein_coding"	"20.377358490566"	"4"	"5"	"4"	"1"	"265"	"31.106"	"5.4"	""	"0.976"	"0.747"	"0.387"	"0.266"	"0.183"	"0.219"	"0.166"	"0.126"	"0.121"	"812.6"	"792.8"	"606.9"	"314.1"	"216.2"	"177.9"	"148.9"	"134.6"	"102.5"	"98.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.968"	"0"	"52.74"	"4"
"False"	"IsMasterProtein"	"PF3D7_1311100"	"organism=Plasmodium_falciparum_3D7 | product=meiosis-specific nuclear structural protein 1, putative | location=Pf3D7_13_v3:479353-480840(+) | length=495 | sequence_SO=chromosome | SO=protein_coding"	"8.48484848484849"	"5"	"5"	"4"	"1"	"495"	"61.194"	"8.91"	""	"1.042"	"1.059"	"1.180"	"0.977"	"0.969"	"1.060"	"0.979"	"0.872"	"0.944"	"288.1"	"300.3"	"305.1"	"340.0"	"281.5"	"305.4"	"279.2"	"282.1"	"251.2"	"272.0"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.468"	"0"	"52.7266666666667"	"5"
"False"	"IsMasterProtein"	"PF3D7_1124900"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L35, putative | location=Pf3D7_11_v3:981945-983086(+) | length=124 | sequence_SO=chromosome | SO=protein_coding"	"12.0967741935484"	"2"	"4"	"2"	"1"	"124"	"14.739"	"10.8"	""	"0.796"	"0.382"	"0.369"	"0.352"	"0.244"	"0.283"	"0.237"	"0.137"	"0.112"	"634.3"	"504.9"	"242.5"	"233.9"	"223.3"	"179.8"	"154.5"	"150.6"	"87.0"	"70.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.683"	"0"	"52.6888401133183"	"2"
"False"	"IsMasterProtein"	"PF3D7_0622500"	"organism=Plasmodium_falciparum_3D7 | product=RNA methyltransferase, putative | location=Pf3D7_06_v3:912406-913710(-) | length=434 | sequence_SO=chromosome | SO=protein_coding"	"8.75576036866359"	"4"	"6"	"4"	"1"	"434"	"50.722"	"8.79"	""	"0.928"	"0.738"	"0.415"	"0.215"	"0.167"	"0.181"	"0.151"	"0.143"	"0.115"	"616.0"	"571.8"	"454.4"	"255.4"	"132.4"	"111.7"	"102.9"	"93.3"	"88.2"	"70.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.359"	"0"	"52.5966666666667"	"4"
"False"	"IsMasterProtein"	"PF3D7_1412800"	"organism=Plasmodium_falciparum_3D7 | product=glycylpeptide N-tetradecanoyltransferase (NMT) | location=Pf3D7_14_v3:516574-518193(-) | length=410 | sequence_SO=chromosome | SO=protein_coding"	"11.7073170731707"	"5"	"6"	"5"	"1"	"410"	"47.94"	"8.18"	""	"1.205"	"0.862"	"0.439"	"0.187"	"0.068"	"0.127"	"0.046"	"0.034"	"0.032"	"210.7"	"253.9"	"181.6"	"92.5"	"39.3"	"26.7"	"14.4"	"9.6"	"7.2"	"6.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.509"	"0"	"52.5472547515322"	"5"
"False"	"IsMasterProtein"	"PF3D7_0927300"	"organism=Plasmodium_falciparum_3D7 | product=fumarate hydratase, putative (FH) | location=Pf3D7_09_v3:1113958-1116003(+) | length=681 | sequence_SO=chromosome | SO=protein_coding"	"2.49632892804699"	"1"	"1"	"1"	"1"	"681"	"78.346"	"9.01"	""	"0.977"	"0.668"	"0.500"	"0.445"	"0.268"	"0.306"	"0.179"	"0.104"	"0.191"	"47.0"	"45.9"	"31.4"	"23.5"	"20.9"	"14.4"	"12.6"	"8.4"	"4.9"	"9.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.048"	"0"	"52.51"	"1"
"False"	"IsMasterProtein"	"PF3D7_1217500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_12_v3:693067-693711(+) | length=214 | sequence_SO=chromosome | SO=protein_coding"	"5.60747663551402"	"1"	"1"	"1"	"1"	"214"	"26.085"	"9.57"	""	"1.106"	"1.084"	"1.256"	"0.958"	"0.983"	"1.197"	"1.066"	"1.103"	"1.066"	"75.8"	"83.8"	"82.2"	"95.2"	"72.6"	"90.7"	"74.5"	"80.8"	"83.6"	"80.8"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.233"	"0"	"52.5"	"1"
"False"	"IsMasterProtein"	"PF3D7_1303500"	"organism=Plasmodium_falciparum_3D7 | product=sodium/hydrogen exchanger, Na+, H+ antiporter (NHE) | location=Pf3D7_13_v3:169874-175789(-) | length=1920 | sequence_SO=chromosome | SO=protein_coding"	"4.0625"	"7"	"7"	"6"	"1"	"1920"	"225.94"	"8.48"	""	"1.021"	"0.922"	"1.190"	"0.914"	"0.845"	"0.861"	"0.848"	"0.740"	"0.723"	"349.7"	"357.0"	"322.3"	"416.1"	"319.8"	"301.0"	"295.6"	"296.7"	"258.9"	"252.8"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"6"	"0.136"	"0"	"52.4350459716343"	"7"
