"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, Pyr) / (126, Pyr)"	"Abundance Ratio: (128N, Pyr) / (126, Pyr)"	"Abundance Ratio: (127C, Pyr) / (126, Pyr)"	"Abundance Ratio: (128C, Pyr) / (126, Pyr)"	"Abundance Ratio: (129N, Pyr) / (126, Pyr)"	"Abundance Ratio: (129C, Pyr) / (126, Pyr)"	"Abundance Ratio: (130N, Pyr) / (126, Pyr)"	"Abundance Ratio: (130C, Pyr) / (126, Pyr)"	"Abundance Ratio: (131, Pyr) / (126, Pyr)"	"Abundance: F4: 126, Sample, Pyr"	"Abundance: F4: 127N, Sample, Pyr"	"Abundance: F4: 127C, Sample, Pyr"	"Abundance: F4: 128N, Sample, Pyr"	"Abundance: F4: 128C, Sample, Pyr"	"Abundance: F4: 129N, Sample, Pyr"	"Abundance: F4: 129C, Sample, Pyr"	"Abundance: F4: 130N, Sample, Pyr"	"Abundance: F4: 130C, Sample, Pyr"	"Abundance: F4: 131, Sample, Pyr"	"Abundances Count: F4: 126, Sample, Pyr"	"Abundances Count: F4: 127N, Sample, Pyr"	"Abundances Count: F4: 127C, Sample, Pyr"	"Abundances Count: F4: 128N, Sample, Pyr"	"Abundances Count: F4: 128C, Sample, Pyr"	"Abundances Count: F4: 129N, Sample, Pyr"	"Abundances Count: F4: 129C, Sample, Pyr"	"Abundances Count: F4: 130N, Sample, Pyr"	"Abundances Count: F4: 130C, Sample, Pyr"	"Abundances Count: F4: 131, Sample, Pyr"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_0714600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_07_v3:667985-669712(+) | length=575 | sequence_SO=chromosome | SO=protein_coding"	"4.34782608695652"	"3"	"4"	"3"	"1"	"575"	"67.308"	"9.76"	""	"1.033"	"1.143"	"1.079"	"0.894"	"0.859"	"0.815"	"0.897"	"0.822"	"0.879"	"383.3"	"396.0"	"413.4"	"438.0"	"342.7"	"329.2"	"312.3"	"343.7"	"315.2"	"336.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.199"	"0"	"48.84"	"3"
"False"	"IsMasterProtein"	"PF3D7_1332300"	"organism=Plasmodium_falciparum_3D7 | product=trafficking protein particle complex subunit 2, putative (TRAPPC2) | location=Pf3D7_13_v3:1336401-1336892(+) | length=163 | sequence_SO=chromosome | SO=protein_coding"	"17.1779141104294"	"2"	"2"	"2"	"1"	"163"	"18.553"	"6.64"	""	"0.996"	"0.804"	"0.913"	"0.452"	"0.314"	"0.282"	"0.308"	"0.232"	"0.173"	"142.0"	"141.4"	"129.6"	"114.1"	"64.2"	"44.6"	"40.1"	"43.8"	"32.9"	"24.6"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.668"	"0"	"48.71"	"2"
"False"	"IsMasterProtein"	"PF3D7_0523900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium membrane protein, unknown function | location=Pf3D7_05_v3:993433-994607(-) | length=203 | sequence_SO=chromosome | SO=protein_coding"	"5.41871921182266"	"1"	"1"	"1"	"1"	"203"	"23.324"	"8.32"	""	"1.042"	"1.249"	"1.187"	"0.994"	"0.855"	"0.968"	"1.055"	"0.949"	"0.885"	"81.8"	"85.2"	"97.1"	"102.2"	"81.3"	"69.9"	"79.2"	"86.3"	"77.6"	"72.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.292"	"0"	"48.53"	"1"
"False"	"IsMasterProtein"	"PF3D7_0901800"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein, unknown function | location=Pf3D7_09_v3:84624-85610(+) | length=269 | sequence_SO=chromosome | SO=protein_coding"	"2.97397769516729"	"1"	"2"	"1"	"1"	"269"	"32.906"	"9.42"	""	"1.120"	"1.133"	"0.936"	"0.864"	"0.930"	"0.841"	"0.919"	"0.714"	"0.834"	"142.2"	"159.2"	"133.1"	"161.1"	"122.8"	"132.2"	"119.6"	"130.7"	"101.5"	"118.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.292"	"0"	"48.53"	"1"
"False"	"IsMasterProtein"	"PF3D7_1220300"	"organism=Plasmodium_falciparum_3D7 | product=cell cycle associated protein, putative | location=Pf3D7_12_v3:807560-816204(+) | length=2705 | sequence_SO=chromosome | SO=protein_coding"	"1.25693160813309"	"3"	"3"	"3"	"1"	"2705"	"323.873"	"9.22"	""	"1.088"	"1.080"	"0.945"	"0.801"	"0.828"	"0.864"	"0.791"	"0.721"	"0.785"	"187.4"	"203.9"	"177.1"	"202.4"	"150.2"	"155.2"	"161.9"	"148.2"	"135.1"	"147.2"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.042"	"0"	"48.3933333333333"	"3"
"False"	"IsMasterProtein"	"PF3D7_1146200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:1826203-1826792(-) | length=165 | sequence_SO=chromosome | SO=protein_coding"	"4.84848484848485"	"1"	"1"	"1"	"1"	"165"	"19.923"	"5.67"	""	"0.936"	"1.184"	"1.002"	"1.039"	"0.886"	"1.112"	"1.010"	"0.983"	"0.959"	"48.3"	"45.2"	"48.4"	"57.2"	"50.2"	"42.8"	"53.7"	"48.8"	"47.5"	"46.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.233"	"0"	"48.38"	"1"
"False"	"IsMasterProtein"	"PF3D7_0922900"	"organism=Plasmodium_falciparum_3D7 | product=3-oxoacyl-[acyl-carrier-protein] reductase (FabG) | location=Pf3D7_09_v3:936868-938345(-) | length=301 | sequence_SO=chromosome | SO=protein_coding"	"4.98338870431894"	"1"	"1"	"1"	"1"	"301"	"33.326"	"9.26"	""	"0.861"	"1.500"	"1.024"	"1.250"	"1.091"	"0.973"	"0.990"	"0.459"	"0.122"	"29.6"	"25.5"	"30.3"	"44.4"	"37.0"	"32.3"	"28.8"	"29.3"	"13.6"	"3.6"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.096"	"0"	"48.33"	"1"
"False"	"IsMasterProtein"	"PF3D7_1025900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_10_v3:1091436-1097277(-) | length=1331 | sequence_SO=chromosome | SO=protein_coding"	"1.427498121713"	"2"	"2"	"2"	"1"	"1331"	"156.566"	"7.36"	""	"0.892"	"1.074"	"1.013"	"0.762"	"0.759"	"0.790"	"0.810"	"0.712"	"0.785"	"142.3"	"126.9"	"144.1"	"152.8"	"108.5"	"108.0"	"112.4"	"115.2"	"101.3"	"111.7"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.064"	"0"	"48.1287874528034"	"2"
"False"	"IsMasterProtein"	"PF3D7_1422600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:910227-912152(+) | length=641 | sequence_SO=chromosome | SO=protein_coding"	"3.74414976599064"	"2"	"2"	"2"	"1"	"641"	"75.193"	"7.91"	""	"0.919"	"0.462"	"0.674"	"0.213"	"0.203"	"0.213"	"0.174"	"0.147"	"0.134"	"167.9"	"154.3"	"113.2"	"77.6"	"35.8"	"34.0"	"35.7"	"29.2"	"24.7"	"22.5"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.11"	"0"	"48.06"	"2"
"False"	"IsMasterProtein"	"PF3D7_1132600"	"organism=Plasmodium_falciparum_3D7 | product=pre-mRNA-splicing factor 38A, putative (PRP38A) | location=Pf3D7_11_v3:1266250-1267584(-) | length=386 | sequence_SO=chromosome | SO=protein_coding"	"4.92227979274611"	"2"	"2"	"2"	"1"	"386"	"46.627"	"9.51"	""	"0.929"	"0.410"	"0.713"	"0.226"	"0.161"	"0.150"	"0.109"	"0.110"	"0.098"	"523.0"	"485.7"	"373.1"	"214.6"	"118.1"	"84.3"	"78.4"	"57.1"	"57.4"	"51.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.202"	"0"	"48.03"	"2"
"False"	"IsMasterProtein"	"PF3D7_1365700"	"organism=Plasmodium_falciparum_3D7 | product=SNARE associated Golgi protein, putative | location=Pf3D7_13_v3:2624553-2626098(-) | length=408 | sequence_SO=chromosome | SO=protein_coding"	"4.41176470588235"	"2"	"2"	"2"	"1"	"408"	"46.99"	"8.54"	""	"0.949"	"0.865"	"0.922"	"0.711"	"0.645"	"0.724"	"0.862"	"0.692"	"0.723"	"188.6"	"178.9"	"173.8"	"163.1"	"134.1"	"121.6"	"136.6"	"162.5"	"130.5"	"136.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.334"	"0"	"48.01"	"2"
"False"	"IsMasterProtein"	"PF3D7_0415400"	"organism=Plasmodium_falciparum_3D7 | product=coatomer subunit zeta, putative | location=Pf3D7_04_v3:686414-687040(-) | length=208 | sequence_SO=chromosome | SO=protein_coding"	"6.25"	"1"	"1"	"1"	"1"	"208"	"23.776"	"4.83"	""	"1.073"	"0.563"	"0.854"	"0.300"	"0.215"	"0.110"	"0.195"	"0.078"	"0.105"	"41.0"	"44.0"	"35.0"	"23.1"	"12.3"	"8.8"	"4.5"	"8.0"	"3.2"	"4.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.389"	"0"	"48.01"	"1"
"False"	"IsMasterProtein"	"PF3D7_0709600"	"organism=Plasmodium_falciparum_3D7 | product=ribonucleases P/MRP protein subunit POP1, putative (POP1) | location=Pf3D7_07_v3:429857-433758(-) | length=1156 | sequence_SO=chromosome | SO=protein_coding"	"2.16262975778547"	"3"	"3"	"3"	"1"	"1156"	"138.217"	"9.77"	""	"0.987"	"0.998"	"1.009"	"0.749"	"0.631"	"0.703"	"0.703"	"0.492"	"0.571"	"114.0"	"112.5"	"115.0"	"113.8"	"85.4"	"71.9"	"80.1"	"80.1"	"56.1"	"65.1"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.102"	"0"	"47.9943260854499"	"3"
"False"	"IsMasterProtein"	"PF3D7_1305500"	"organism=Plasmodium_falciparum_3D7 | product=mitogen-activated protein kinase phosphatase 1, putative (MKP1) | location=Pf3D7_13_v3:271411-273726(+) | length=771 | sequence_SO=chromosome | SO=protein_coding"	"4.28015564202335"	"4"	"5"	"4"	"1"	"771"	"92.218"	"7.33"	""	"0.971"	"0.390"	"0.759"	"0.207"	"0.177"	"0.155"	"0.141"	"0.146"	"0.117"	"748.7"	"727.2"	"568.6"	"291.8"	"155.2"	"132.3"	"115.8"	"105.9"	"109.3"	"87.4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.212"	"0"	"47.6640942986125"	"4"
"False"	"IsMasterProtein"	"PF3D7_1001500"	"organism=Plasmodium_falciparum_3D7 | product=early transcribed membrane protein 10.1 (ETRAMP10) | location=Pf3D7_10_v3:81416-81739(-) | length=107 | sequence_SO=chromosome | SO=protein_coding"	"11.214953271028"	"1"	"1"	"1"	"1"	"107"	"11.26"	"9.92"	""	"1.079"	"0.979"	"0.991"	"0.553"	"0.456"	"0.380"	"0.427"	"0.353"	"0.321"	"133.9"	"144.5"	"132.7"	"131.1"	"74.0"	"61.0"	"50.9"	"57.2"	"47.3"	"43.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.389"	"0"	"47.65"	"1"
"False"	"IsMasterProtein"	"PF3D7_1320200"	"organism=Plasmodium_falciparum_3D7 | product=TBC domain protein, putative | location=Pf3D7_13_v3:836563-838446(+) | length=627 | sequence_SO=chromosome | SO=protein_coding"	"1.75438596491228"	"1"	"1"	"1"	"1"	"627"	"74.835"	"6.05"	""	"0.885"	"1.105"	"1.018"	"0.714"	"0.522"	"0.490"	"0.508"	"0.470"	"0.500"	"98.4"	"87.1"	"100.2"	"108.7"	"70.3"	"51.4"	"48.2"	"50.0"	"46.2"	"49.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.059"	"0"	"47.65"	"1"
"False"	"IsMasterProtein"	"PF3D7_1427300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1064142-1069386(+) | length=1477 | sequence_SO=chromosome | SO=protein_coding"	"1.6249153689912"	"2"	"3"	"2"	"1"	"1477"	"175.651"	"7.3"	""	"1.114"	"0.663"	"0.967"	"0.417"	"0.300"	"0.279"	"0.263"	"0.198"	"0.186"	"85.8"	"95.6"	"83.0"	"56.9"	"35.8"	"25.7"	"23.9"	"22.6"	"17.0"	"16.0"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.05"	"0"	"47.63"	"2"
"False"	"IsMasterProtein"	"PF3D7_0504600"	"organism=Plasmodium_falciparum_3D7 | product=2-oxoisovalerate dehydrogenase subunit beta, mitochondrial, putative (BCKDHB) | location=Pf3D7_05_v3:177410-178555(+) | length=381 | sequence_SO=chromosome | SO=protein_coding"	"6.8241469816273"	"2"	"2"	"2"	"1"	"381"	"43.004"	"8.34"	""	"1.246"	"0.818"	"1.079"	"0.336"	"0.133"	"0.126"	"0.126"	"0.075"	"0.077"	"61.0"	"76.0"	"65.8"	"49.9"	"20.5"	"8.1"	"7.7"	"7.7"	"4.6"	"4.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.311"	"0"	"47.48"	"2"
"False"	"IsMasterProtein"	"PF3D7_1009600"	"organism=Plasmodium_falciparum_3D7 | product=protein phosphatase, putative | location=Pf3D7_10_v3:386976-388442(+) | length=488 | sequence_SO=chromosome | SO=protein_coding"	"8.40163934426229"	"3"	"4"	"3"	"1"	"488"	"56.82"	"9.09"	""	"0.935"	"0.840"	"0.941"	"0.323"	"0.195"	"0.190"	"0.144"	"0.126"	"0.132"	"174.1"	"162.8"	"163.9"	"146.3"	"56.2"	"34.0"	"33.0"	"25.1"	"21.9"	"23.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.259"	"0"	"47.4066666666667"	"3"
"False"	"IsMasterProtein"	"PF3D7_1448100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1965175-1965762(+) | length=195 | sequence_SO=chromosome | SO=protein_coding"	"15.3846153846154"	"3"	"6"	"3"	"1"	"195"	"23.425"	"5.03"	""	"1.345"	"1.177"	"1.234"	"1.013"	"0.963"	"0.900"	"0.814"	"0.746"	"0.749"	"123.4"	"166.0"	"152.3"	"145.3"	"125.0"	"118.8"	"111.0"	"100.5"	"92.1"	"92.4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.778"	"0"	"47.37"	"3"
"False"	"IsMasterProtein"	"PF3D7_0918100"	"organism=Plasmodium_falciparum_3D7 | product=cytochrome b5-like heme/steroid binding protein, putative | location=Pf3D7_09_v3:747173-748490(+) | length=130 | sequence_SO=chromosome | SO=protein_coding"	"13.8461538461538"	"1"	"1"	"1"	"1"	"130"	"15.214"	"9.33"	""	"0.966"	"0.860"	"0.894"	"0.557"	"0.489"	"0.393"	"0.373"	"0.497"	"0.289"	"49.9"	"48.2"	"44.6"	"42.9"	"27.8"	"24.4"	"19.6"	"18.6"	"24.8"	"14.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.389"	"0"	"47.33"	"1"
"False"	"IsMasterProtein"	"PF3D7_0307900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_03_v3:340028-351652(-) | length=3724 | sequence_SO=chromosome | SO=protein_coding"	"0.241675617615467"	"1"	"1"	"1"	"1"	"3724"	"447.926"	"6.6"	""	"0.945"	"0.442"	"0.723"	"0.298"	"0.254"	"0.261"	"0.275"	"0.253"	"0.300"	"246.9"	"233.4"	"178.4"	"109.2"	"73.5"	"62.7"	"64.4"	"67.8"	"62.4"	"74.0"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.01"	"0"	"47.31"	"1"
"False"	"IsMasterProtein"	"PF3D7_1224900"	"organism=Plasmodium_falciparum_3D7 | product=splicing factor 3B subunit 6, putative (SF3B6) | location=Pf3D7_12_v3:1010832-1011342(-) | length=106 | sequence_SO=chromosome | SO=protein_coding"	"13.2075471698113"	"1"	"1"	"1"	"1"	"106"	"12.256"	"9.6"	""	"0.930"	"0.703"	"0.804"	"0.328"	"0.278"	"0.268"	"0.242"	"0.186"	"0.157"	"219.9"	"204.6"	"176.8"	"154.6"	"72.1"	"61.1"	"59.0"	"53.2"	"40.9"	"34.5"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.468"	"0"	"47.19"	"1"
"False"	"IsMasterProtein"	"PF3D7_1208800"	"organism=Plasmodium_falciparum_3D7 | product=zinc finger protein, putative | location=Pf3D7_12_v3:405608-409150(-) | length=1180 | sequence_SO=chromosome | SO=protein_coding"	"1.1864406779661"	"1"	"1"	"1"	"1"	"1180"	"138.868"	"6.57"	""	"0.832"	"1.072"	"0.803"	"0.941"	"0.944"	"0.955"	"0.957"	"0.691"	"0.723"	"37.5"	"31.2"	"30.1"	"40.2"	"35.3"	"35.4"	"35.8"	"35.9"	"25.9"	"27.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.043"	"0"	"47.17"	"1"
"False"	"IsMasterProtein"	"PF3D7_0625400"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_06_v3:1032536-1033774(-) | length=412 | sequence_SO=chromosome | SO=protein_coding"	"8.49514563106796"	"4"	"5"	"4"	"1"	"412"	"48.514"	"6.07"	""	"0.899"	"0.611"	"0.861"	"0.308"	"0.302"	"0.281"	"0.323"	"0.287"	"0.183"	"482.0"	"433.1"	"414.9"	"294.6"	"148.4"	"145.6"	"135.4"	"155.7"	"138.1"	"88.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.407"	"0"	"47.1166666666667"	"4"
"False"	"IsMasterProtein"	"PF3D7_1025600"	"organism=Plasmodium_falciparum_3D7 | product=cytochrome c oxidase copper chaperone, putative (COX17) | location=Pf3D7_10_v3:1088214-1088417(+) | length=67 | sequence_SO=chromosome | SO=protein_coding"	"28.3582089552239"	"2"	"2"	"2"	"1"	"67"	"7.683"	"8.47"	""	"0.821"	"0.832"	"0.877"	"0.526"	"0.418"	"0.402"	"0.390"	"0.263"	"0.275"	"596.6"	"490.0"	"523.0"	"496.5"	"314.0"	"249.5"	"240.1"	"232.7"	"156.8"	"163.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.931"	"0"	"47.08"	"2"
"False"	"IsMasterProtein"	"PF3D7_1107500"	"organism=Plasmodium_falciparum_3D7 | product=prefoldin, putative | location=Pf3D7_11_v3:320128-321205(-) | length=155 | sequence_SO=chromosome | SO=protein_coding"	"18.7096774193548"	"4"	"5"	"4"	"1"	"155"	"18.43"	"6.35"	""	"1.012"	"0.544"	"0.776"	"0.378"	"0.326"	"0.195"	"0.073"	"0.028"	"0.026"	"735.3"	"744.1"	"570.9"	"399.7"	"277.9"	"239.4"	"143.2"	"54.0"	"20.7"	"19.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"1.154"	"0"	"47.0486929505301"	"4"
"False"	"IsMasterProtein"	"PF3D7_1032000"	"organism=Plasmodium_falciparum_3D7 | product=ribosome maturation factor RimM, putative (RimM) | location=Pf3D7_10_v3:1287715-1290045(-) | length=736 | sequence_SO=chromosome | SO=protein_coding"	"1.22282608695652"	"1"	"1"	"1"	"1"	"736"	"86.517"	"8.91"	""	"1.337"	"1.118"	"1.110"	"0.810"	"0.739"	"0.729"	"0.912"	"0.687"	"0.800"	"50.1"	"67.0"	"55.6"	"56.0"	"40.6"	"37.0"	"36.5"	"45.7"	"34.4"	"40.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.047"	"0"	"47.04"	"1"
"False"	"IsMasterProtein"	"PF3D7_1426800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1043057-1049590(+) | length=2082 | sequence_SO=chromosome | SO=protein_coding"	"1.00864553314121"	"2"	"2"	"2"	"1"	"2082"	"248.348"	"8.91"	""	"1.205"	"1.695"	"1.208"	"1.096"	"1.136"	"0.994"	"1.122"	"0.946"	"1.006"	"61.6"	"74.2"	"74.4"	"104.4"	"67.5"	"70.0"	"61.2"	"69.1"	"58.3"	"62.0"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.044"	"0"	"47.04"	"2"
"False"	"IsMasterProtein"	"PF3D7_1471400"	"organism=Plasmodium_falciparum_3D7 | product=diacylglycerol kinase, putative | location=Pf3D7_14_v3:2919190-2920871(-) | length=499 | sequence_SO=chromosome | SO=protein_coding"	"5.41082164328657"	"3"	"4"	"3"	"1"	"499"	"57.606"	"8.79"	""	"1.003"	"0.583"	"0.792"	"0.312"	"0.278"	"0.264"	"0.309"	"0.215"	"0.261"	"685.3"	"687.4"	"542.7"	"399.2"	"214.0"	"190.8"	"180.7"	"211.7"	"147.3"	"178.9"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.259"	"0"	"46.77"	"3"
"False"	"IsMasterProtein"	"PF3D7_0809500"	"organism=Plasmodium_falciparum_3D7 | product=histone acetyltransferase subunit NuA4, putative | location=Pf3D7_08_v3:478512-478826(-) | length=104 | sequence_SO=chromosome | SO=protein_coding"	"10.5769230769231"	"1"	"1"	"1"	"1"	"104"	"12.181"	"9.39"	""	"0.851"	"0.538"	"0.720"	"0.430"	"0.426"	"0.383"	"0.458"	"0.325"	"0.328"	"74.7"	"63.6"	"53.8"	"40.2"	"32.1"	"31.8"	"28.6"	"34.2"	"24.3"	"24.5"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.389"	"0"	"46.61"	"1"
"False"	"IsMasterProtein"	"PF3D7_1478600"	"organism=Plasmodium_falciparum_3D7 | product=EMP1-trafficking protein (PTP3) | location=Pf3D7_14_v3:3232639-3236535(+) | length=1263 | sequence_SO=chromosome | SO=protein_coding"	"2.61282660332542"	"3"	"4"	"3"	"1"	"1263"	"143.762"	"8.98"	""	"1.006"	"1.265"	"1.025"	"0.910"	"0.936"	"0.884"	"0.947"	"0.825"	"0.947"	"279.3"	"281.1"	"286.4"	"353.3"	"254.1"	"261.5"	"247.0"	"264.6"	"230.4"	"264.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.095"	"0"	"46.5166666666667"	"3"
"False"	"IsMasterProtein"	"PF3D7_1344800"	"organism=Plasmodium_falciparum_3D7 | product=aspartate carbamoyltransferase (ATCase) | location=Pf3D7_13_v3:1796274-1797709(+) | length=375 | sequence_SO=chromosome | SO=protein_coding"	"9.33333333333333"	"4"	"4"	"4"	"1"	"375"	"43.224"	"8.43"	""	"0.994"	"0.552"	"0.860"	"0.219"	"0.174"	"0.135"	"0.124"	"0.108"	"0.095"	"1057.7"	"1051.3"	"909.4"	"583.5"	"231.3"	"183.9"	"142.5"	"131.0"	"114.6"	"100.3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.445"	"0"	"46.4744486729101"	"4"
"False"	"IsMasterProtein"	"PF3D7_0419900"	"organism=Plasmodium_falciparum_3D7 | product=phosphatidylinositol 4-kinase, putative | location=Pf3D7_04_v3:878022-893866(+) | length=5035 | sequence_SO=chromosome | SO=protein_coding"	"1.13207547169811"	"4"	"5"	"2"	"1"	"5035"	"611.277"	"9.47"	""	"0.922"	"1.066"	"1.001"	"0.863"	"0.775"	"0.884"	"0.884"	"0.839"	"0.819"	"182.9"	"168.6"	"183.1"	"194.9"	"157.9"	"141.8"	"161.7"	"161.6"	"153.5"	"149.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.023"	"0"	"46.4074655121306"	"4"
"False"	"IsMasterProtein"	"PF3D7_0515300"	"organism=Plasmodium_falciparum_3D7 | product=phosphatidylinositol 3-kinase (PI3K) | location=Pf3D7_05_v3:628981-635382(+) | length=2133 | sequence_SO=chromosome | SO=protein_coding"	"1.12517580872011"	"3"	"3"	"3"	"1"	"2133"	"255.758"	"9.2"	""	"1.008"	"1.087"	"1.003"	"0.902"	"0.857"	"0.903"	"0.972"	"0.836"	"0.893"	"397.4"	"400.7"	"398.4"	"432.1"	"358.6"	"340.4"	"359.0"	"386.2"	"332.1"	"354.7"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.053"	"0"	"46.36"	"3"
"False"	"IsMasterProtein"	"PFC10_API0028"	"organism=Plasmodium_falciparum_3D7 | product=unspecified product | location=PFC10_API_IRAB:19444-20676(-) | length=410 | sequence_SO=apicoplast_chromosome | SO=protein_coding"	"2.19512195121951"	"1"	"1"	"1"	"1"	"410"	"46.606"	"8.28"	""	"0.929"	"0.358"	"0.700"	"0.168"	"0.153"	"0.083"	"0.091"	"0.095"	"0.072"	"156.3"	"145.2"	"109.4"	"56.0"	"26.2"	"23.9"	"12.9"	"14.2"	"14.9"	"11.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.086"	"0"	"46.27"	"1"
"False"	"IsMasterProtein"	"PF3D7_0709300"	"organism=Plasmodium_falciparum_3D7 | product=Cg2 protein (CG2) | location=Pf3D7_07_v3:413560-421749(-) | length=2729 | sequence_SO=chromosome | SO=protein_coding"	"0.586295346280689"	"1"	"1"	"1"	"1"	"2729"	"325.283"	"7.75"	""	"0.932"	"0.485"	"0.760"	"0.217"	"0.141"	"0.094"	"0.032"	"0.043"	"0.076"	"109.1"	"101.7"	"82.9"	"52.9"	"23.7"	"15.4"	"10.3"	"3.5"	"4.7"	"8.3"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.013"	"0"	"46.18"	"1"
"False"	"IsMasterProtein"	"PF3D7_0722500"	"organism=Plasmodium_falciparum_3D7 | product=cell cycle control protein cwf15, putative | location=Pf3D7_07_v3:956920-958017(-) | length=291 | sequence_SO=chromosome | SO=protein_coding"	"8.93470790378007"	"3"	"3"	"3"	"1"	"291"	"34.129"	"8.85"	""	"0.978"	"1.035"	"1.053"	"0.775"	"0.647"	"0.642"	"0.695"	"0.582"	"0.475"	"157.6"	"154.1"	"165.9"	"163.1"	"122.1"	"102.0"	"101.2"	"109.5"	"91.8"	"74.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.638"	"0"	"46.158856151837"	"3"
