"Checked"	"Master"	"Accession"	"Description"	"Coverage"	"# Peptides"	"# PSMs"	"# Unique Peptides"	"# Protein Groups"	"# AAs"	"MW [kDa]"	"calc. pI"	"Modifications"	"Abundance Ratio: (127N, DMSO) / (126, DMSO)"	"Abundance Ratio: (127C, DMSO) / (126, DMSO)"	"Abundance Ratio: (128N, DMSO) / (126, DMSO)"	"Abundance Ratio: (128C, DMSO) / (126, DMSO)"	"Abundance Ratio: (129N, DMSO) / (126, DMSO)"	"Abundance Ratio: (129C, DMSO) / (126, DMSO)"	"Abundance Ratio: (130N, DMSO) / (126, DMSO)"	"Abundance Ratio: (130C, DMSO) / (126, DMSO)"	"Abundance Ratio: (131, DMSO) / (126, DMSO)"	"Abundance: F2: 126, Sample, DMSO"	"Abundance: F2: 127N, Sample, DMSO"	"Abundance: F2: 127C, Sample, DMSO"	"Abundance: F2: 128N, Sample, DMSO"	"Abundance: F2: 128C, Sample, DMSO"	"Abundance: F2: 129N, Sample, DMSO"	"Abundance: F2: 129C, Sample, DMSO"	"Abundance: F2: 130N, Sample, DMSO"	"Abundance: F2: 130C, Sample, DMSO"	"Abundance: F2: 131, Sample, DMSO"	"Abundances Count: F2: 126, Sample, DMSO"	"Abundances Count: F2: 127N, Sample, DMSO"	"Abundances Count: F2: 127C, Sample, DMSO"	"Abundances Count: F2: 128N, Sample, DMSO"	"Abundances Count: F2: 128C, Sample, DMSO"	"Abundances Count: F2: 129N, Sample, DMSO"	"Abundances Count: F2: 129C, Sample, DMSO"	"Abundances Count: F2: 130N, Sample, DMSO"	"Abundances Count: F2: 130C, Sample, DMSO"	"Abundances Count: F2: 131, Sample, DMSO"	"emPAI"	"# Razor Peptides"	"Score Mascot"	"# Peptides Mascot" 
"False"	"IsMasterProtein"	"PF3D7_1311700"	"organism=Plasmodium_falciparum_3D7 | product=cytochrome c2 precursor, putative | location=Pf3D7_13_v3:497534-498013(-) | length=159 | sequence_SO=chromosome | SO=protein_coding"	"16.3522012578616"	"3"	"3"	"3"	"1"	"159"	"17.953"	"9.14"	""	"0.928"	"0.992"	"0.943"	"0.713"	"0.575"	"0.463"	"0.325"	"0.302"	"0.271"	"426.3"	"395.8"	"422.8"	"401.9"	"304.0"	"245.3"	"197.5"	"138.4"	"128.6"	"115.7"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"1.154"	"0"	"60.5366666666667"	"3"
"False"	"IsMasterProtein"	"PF3D7_0319100"	"organism=Plasmodium_falciparum_3D7 | product=E3 ubiquitin-protein ligase RBX1, putative (RBX1) | location=Pf3D7_03_v3:802260-802583(-) | length=107 | sequence_SO=chromosome | SO=protein_coding"	"32.7102803738318"	"3"	"8"	"3"	"1"	"107"	"12.411"	"6.76"	""	"0.908"	"0.878"	"0.843"	"0.733"	"0.717"	"0.771"	"0.769"	"0.608"	"0.611"	"576.4"	"523.4"	"506.2"	"486.1"	"422.3"	"413.0"	"444.5"	"443.4"	"350.6"	"352.1"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"3.642"	"0"	"60.51"	"3"
"False"	"IsMasterProtein"	"PF3D7_1475600"	"organism=Plasmodium_falciparum_3D7 | product=bromodomain protein, putative | location=Pf3D7_14_v3:3112509-3114698(-) | length=729 | sequence_SO=chromosome | SO=protein_coding"	"5.34979423868313"	"3"	"3"	"3"	"1"	"729"	"85.749"	"7.17"	""	"0.822"	"0.624"	"0.394"	"0.260"	"0.203"	"0.196"	"0.166"	"0.145"	"0.128"	"307.6"	"252.9"	"191.9"	"121.1"	"80.1"	"62.5"	"60.3"	"51.2"	"44.6"	"39.4"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.225"	"0"	"60.45"	"3"
"False"	"IsMasterProtein"	"PF3D7_1463500"	"organism=Plasmodium_falciparum_3D7 | product=fam-a protein | location=Pf3D7_14_v3:2577974-2579379(+) | length=258 | sequence_SO=chromosome | SO=protein_coding"	"17.4418604651163"	"4"	"4"	"4"	"1"	"258"	"30.327"	"7.31"	"Acetyl [N-Term]"	"0.873"	"0.846"	"0.794"	"0.593"	"0.376"	"0.234"	"0.174"	"0.125"	"0.113"	"623.9"	"544.4"	"527.9"	"495.3"	"370.1"	"234.8"	"145.8"	"108.7"	"77.9"	"70.3"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.719"	"0"	"60.2933333333333"	"4"
"False"	"IsMasterProtein"	"PF3D7_1211500"	"organism=Plasmodium_falciparum_3D7 | product=mitochondrial ribosomal protein S18 precursor, putative | location=Pf3D7_12_v3:507808-508971(-) | length=387 | sequence_SO=chromosome | SO=protein_coding"	"3.35917312661499"	"1"	"1"	"1"	"1"	"387"	"47.142"	"9.19"	""	"0.843"	"1.000"	"1.072"	"0.976"	"1.009"	"0.836"	"0.953"	"0.770"	"0.898"	"146.7"	"123.7"	"146.7"	"157.3"	"143.2"	"148.0"	"122.7"	"139.8"	"112.9"	"131.7"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.08"	"0"	"60.22"	"1"
"False"	"IsMasterProtein"	"PF3D7_0612600"	"organism=Plasmodium_falciparum_3D7 | product=PP-loop family protein, putative | location=Pf3D7_06_v3:523657-525105(-) | length=482 | sequence_SO=chromosome | SO=protein_coding"	"6.84647302904564"	"3"	"4"	"3"	"1"	"482"	"55.919"	"6.47"	""	"0.940"	"0.918"	"0.747"	"0.399"	"0.335"	"0.252"	"0.236"	"0.218"	"0.197"	"560.2"	"526.4"	"514.2"	"418.4"	"223.4"	"187.9"	"141.1"	"132.2"	"122.4"	"110.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.318"	"0"	"60.1966666666667"	"3"
"False"	"IsMasterProtein"	"PF3D7_0207700"	"organism=Plasmodium_falciparum_3D7 | product=serine repeat antigen 4 (SERA4) | location=Pf3D7_02_v3:308847-312155(-) | length=962 | sequence_SO=chromosome | SO=protein_coding"	"3.22245322245322"	"3"	"3"	"2"	"1"	"962"	"108.612"	"5.76"	""	"0.984"	"0.845"	"0.550"	"0.255"	"0.222"	"0.179"	"0.138"	"0.122"	"0.085"	"164.1"	"161.4"	"138.6"	"90.2"	"41.8"	"36.5"	"29.4"	"22.6"	"20.0"	"14.0"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.112"	"0"	"60.17"	"3"
"False"	"IsMasterProtein"	"PF3D7_0217500"	"organism=Plasmodium_falciparum_3D7 | product=calcium-dependent protein kinase 1 (CDPK1) | location=Pf3D7_02_v3:720437-722661(+) | length=524 | sequence_SO=chromosome | SO=protein_coding"	"6.29770992366412"	"3"	"3"	"3"	"1"	"524"	"60.761"	"7.58"	""	"1.822"	"1.782"	"1.511"	"1.049"	"1.073"	"0.892"	"0.836"	"0.711"	"0.510"	"83.6"	"152.3"	"149.0"	"126.3"	"87.7"	"89.7"	"74.6"	"69.9"	"59.4"	"42.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.189"	"0"	"60.1633333333333"	"3"
"False"	"IsMasterProtein"	"PF3D7_1123200"	"organism=Plasmodium_falciparum_3D7 | product=leucine-rich repeat protein (LRR11) | location=Pf3D7_11_v3:918228-921069(+) | length=814 | sequence_SO=chromosome | SO=protein_coding"	"4.66830466830467"	"4"	"7"	"3"	"1"	"814"	"93.275"	"8.76"	""	"0.934"	"1.013"	"0.972"	"0.790"	"0.721"	"0.697"	"0.757"	"0.631"	"0.660"	"422.8"	"394.9"	"428.3"	"410.8"	"334.1"	"305.0"	"294.7"	"320.1"	"266.7"	"278.9"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.198"	"0"	"60.1493580571428"	"4"
"False"	"IsMasterProtein"	"PF3D7_0317500"	"organism=Plasmodium_falciparum_3D7 | product=kinesin-5 (EG5) | location=Pf3D7_03_v3:716523-721831(-) | length=1619 | sequence_SO=chromosome | SO=protein_coding"	"3.8295243977764"	"6"	"6"	"6"	"1"	"1619"	"191.665"	"6.79"	""	"0.986"	"0.896"	"0.834"	"0.603"	"0.565"	"0.545"	"0.544"	"0.462"	"0.483"	"326.3"	"321.8"	"292.3"	"272.2"	"196.9"	"184.2"	"177.8"	"177.6"	"150.8"	"157.5"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.135"	"0"	"60.14"	"6"
"False"	"IsMasterProtein"	"PF3D7_0525200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_05_v3:1045462-1051253(+) | length=1849 | sequence_SO=chromosome | SO=protein_coding"	"2.00108166576528"	"4"	"4"	"4"	"1"	"1849"	"217.094"	"6.68"	"Acetyl [N-Term]"	"0.793"	"0.721"	"0.541"	"0.418"	"0.470"	"0.389"	"0.390"	"0.361"	"0.311"	"586.5"	"464.9"	"423.1"	"317.5"	"245.2"	"275.4"	"228.3"	"228.5"	"211.7"	"182.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.086"	"0"	"60.0910417972333"	"4"
"False"	"IsMasterProtein"	"PF3D7_0309000"	"organism=Plasmodium_falciparum_3D7 | product=dual specificity protein phosphatase (YVH1) | location=Pf3D7_03_v3:384375-386879(+) | length=575 | sequence_SO=chromosome | SO=protein_coding"	"6.60869565217391"	"4"	"5"	"4"	"1"	"575"	"67.743"	"8.24"	""	"0.887"	"0.847"	"0.797"	"0.692"	"0.506"	"0.329"	"0.249"	"0.200"	"0.187"	"506.4"	"449.1"	"429.0"	"403.8"	"350.6"	"256.2"	"166.4"	"125.9"	"101.3"	"94.8"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.301"	"0"	"60.08"	"4"
"False"	"IsMasterProtein"	"PF3D7_1130600"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_11_v3:1176441-1179705(+) | length=888 | sequence_SO=chromosome | SO=protein_coding"	"5.06756756756757"	"5"	"5"	"5"	"1"	"888"	"105.695"	"8.69"	""	"0.876"	"0.845"	"0.737"	"0.270"	"0.201"	"0.163"	"0.170"	"0.139"	"0.113"	"896.7"	"785.8"	"757.7"	"660.5"	"242.2"	"180.5"	"146.6"	"152.3"	"124.5"	"101.1"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.194"	"0"	"60.01"	"5"
"False"	"IsMasterProtein"	"PF3D7_1208800"	"organism=Plasmodium_falciparum_3D7 | product=zinc finger protein, putative | location=Pf3D7_12_v3:405608-409150(-) | length=1180 | sequence_SO=chromosome | SO=protein_coding"	"2.96610169491525"	"2"	"3"	"1"	"1"	"1180"	"138.868"	"6.57"	""	"0.926"	"1.032"	"1.048"	"0.919"	"0.848"	"0.984"	"0.924"	"0.771"	"0.716"	"111.5"	"103.2"	"115.1"	"116.9"	"102.5"	"94.6"	"109.7"	"103.0"	"86.0"	"79.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.134"	"0"	"59.89"	"2"
"False"	"IsMasterProtein"	"PF3D7_0730200"	"organism=Plasmodium_falciparum_3D7 | product=AP-4 complex subunit beta, putative | location=Pf3D7_07_v3:1286057-1289399(-) | length=858 | sequence_SO=chromosome | SO=protein_coding"	"1.98135198135198"	"1"	"1"	"1"	"1"	"858"	"100.317"	"5.64"	""	"0.844"	"0.762"	"0.502"	"0.253"	"0.180"	"0.142"	"0.167"	"0.144"	"0.085"	"108.4"	"91.5"	"82.6"	"54.4"	"27.4"	"19.5"	"15.4"	"18.1"	"15.6"	"9.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.048"	"0"	"59.88"	"1"
"False"	"IsMasterProtein"	"PF3D7_1203300"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_12_v3:173875-176853(-) | length=992 | sequence_SO=chromosome | SO=protein_coding"	"2.31854838709677"	"2"	"2"	"2"	"1"	"992"	"117.459"	"8.13"	""	"0.913"	"0.793"	"0.638"	"0.435"	"0.288"	"0.217"	"0.143"	"0.156"	"0.163"	"94.4"	"86.2"	"74.9"	"60.2"	"41.1"	"27.2"	"20.5"	"13.5"	"14.7"	"15.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.072"	"0"	"59.78"	"2"
"False"	"IsMasterProtein"	"PF3D7_0802800"	"organism=Plasmodium_falciparum_3D7 | product=serine/threonine protein phosphatase 2B catalytic subunit A (CNA) | location=Pf3D7_08_v3:191976-194103(+) | length=604 | sequence_SO=chromosome | SO=protein_coding"	"8.44370860927152"	"4"	"6"	"4"	"1"	"604"	"70.032"	"4.98"	""	"0.946"	"0.874"	"0.895"	"0.665"	"0.600"	"0.581"	"0.587"	"0.445"	"0.518"	"491.4"	"465.1"	"429.3"	"440.0"	"326.7"	"294.7"	"285.6"	"288.6"	"218.9"	"254.4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.377"	"0"	"59.7362164402602"	"4"
"False"	"IsMasterProtein"	"PF3D7_1467200"	"organism=Plasmodium_falciparum_3D7 | product=WD repeat-containing protein 79, putative (WDR79) | location=Pf3D7_14_v3:2748392-2750131(+) | length=579 | sequence_SO=chromosome | SO=protein_coding"	"3.10880829015544"	"2"	"2"	"2"	"1"	"579"	"69.002"	"5.24"	""	"0.740"	"0.874"	"0.718"	"0.485"	"0.454"	"0.494"	"0.604"	"0.553"	"0.487"	"420.2"	"310.9"	"367.1"	"301.7"	"203.6"	"190.9"	"207.6"	"253.8"	"232.4"	"204.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.145"	"0"	"59.72"	"2"
"False"	"IsMasterProtein"	"PF3D7_1427600"	"organism=Plasmodium_falciparum_3D7 | product=CorA-like Mg2+ transporter protein, putative | location=Pf3D7_14_v3:1085603-1087039(+) | length=478 | sequence_SO=chromosome | SO=protein_coding"	"5.23012552301255"	"3"	"3"	"3"	"1"	"478"	"56.646"	"6.25"	""	"0.886"	"0.911"	"0.814"	"0.698"	"0.664"	"0.688"	"0.800"	"0.569"	"0.623"	"670.5"	"593.8"	"610.5"	"545.7"	"468.3"	"445.0"	"461.1"	"536.3"	"381.4"	"418.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.269"	"0"	"59.69"	"3"
"False"	"IsMasterProtein"	"PF3D7_1301700"	"organism=Plasmodium_falciparum_3D7 | product=Plasmodium exported protein (hyp8), unknown function (GEXP07) | location=Pf3D7_13_v3:99548-100521(+) | length=245 | sequence_SO=chromosome | SO=protein_coding"	"11.4285714285714"	"3"	"3"	"3"	"1"	"245"	"28.237"	"9.91"	""	"0.876"	"0.802"	"0.545"	"0.362"	"0.342"	"0.430"	"0.567"	"0.498"	"0.374"	"919.7"	"805.3"	"737.7"	"501.3"	"332.8"	"314.6"	"395.6"	"521.8"	"458.0"	"343.8"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.638"	"0"	"59.63"	"3"
"False"	"IsMasterProtein"	"PF3D7_1250500"	"organism=Plasmodium_falciparum_3D7 | product=AP-3 complex subunit sigma, putative | location=Pf3D7_12_v3:2070094-2071073(+) | length=157 | sequence_SO=chromosome | SO=protein_coding"	"6.36942675159236"	"1"	"1"	"1"	"1"	"157"	"18.415"	"4.53"	""	"0.744"	"0.657"	"0.369"	"0.156"	"0.161"	"0.115"	"0.098"	"0.086"	"0.092"	"107.3"	"79.8"	"70.5"	"39.6"	"16.7"	"17.3"	"12.3"	"10.5"	"9.2"	"9.9"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.468"	"0"	"59.58"	"1"
"False"	"IsMasterProtein"	"PF3D7_1351400"	"organism=Plasmodium_falciparum_3D7 | product=60S ribosomal protein L17, putative | location=Pf3D7_13_v3:2052108-2053384(+) | length=203 | sequence_SO=chromosome | SO=protein_coding"	"15.7635467980296"	"4"	"9"	"4"	"1"	"203"	"23.4"	"10.89"	""	"0.829"	"0.540"	"0.459"	"0.414"	"0.361"	"0.376"	"0.353"	"0.318"	"0.280"	"2062.3"	"1709.8"	"1112.7"	"947.4"	"854.8"	"744.5"	"776.1"	"727.4"	"656.8"	"576.6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"1.848"	"0"	"59.5398667740185"	"4"
"False"	"IsMasterProtein"	"PF3D7_1003500"	"organism=Plasmodium_falciparum_3D7 | product=40S ribosomal protein S20e, putative | location=Pf3D7_10_v3:160316-160962(-) | length=118 | sequence_SO=chromosome | SO=protein_coding"	"27.1186440677966"	"4"	"6"	"4"	"1"	"118"	"13.504"	"9.63"	""	"0.934"	"0.792"	"0.368"	"0.222"	"0.186"	"0.166"	"0.155"	"0.137"	"0.132"	"1163.8"	"1086.9"	"921.5"	"427.7"	"258.0"	"217.0"	"193.7"	"180.5"	"159.7"	"154.2"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"3.642"	"0"	"59.4558777404456"	"4"
"False"	"IsMasterProtein"	"PF3D7_1124100"	"organism=Plasmodium_falciparum_3D7 | product=neutral-sphingomyelinase activation factor protein, putative | location=Pf3D7_11_v3:951382-956343(-) | length=1653 | sequence_SO=chromosome | SO=protein_coding"	"1.93587416817907"	"3"	"3"	"3"	"1"	"1653"	"195.711"	"7.68"	""	"0.964"	"0.813"	"0.541"	"0.413"	"0.322"	"0.299"	"0.248"	"0.268"	"0.253"	"452.2"	"435.9"	"367.6"	"244.8"	"186.8"	"145.7"	"135.0"	"112.2"	"121.0"	"114.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.072"	"0"	"59.29"	"3"
"False"	"IsMasterProtein"	"PF3D7_1343200"	"organism=Plasmodium_falciparum_3D7 | product=tRNA guanosine-2'-O-methyltransferase, putative | location=Pf3D7_13_v3:1704570-1706123(+) | length=517 | sequence_SO=chromosome | SO=protein_coding"	"5.22243713733075"	"3"	"3"	"3"	"1"	"517"	"60.423"	"8.46"	""	"0.846"	"0.722"	"0.444"	"0.203"	"0.149"	"0.099"	"0.079"	"0.084"	"0.042"	"669.8"	"566.6"	"483.5"	"297.5"	"136.2"	"99.8"	"66.5"	"53.1"	"56.3"	"28.0"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.35"	"0"	"59.22"	"3"
"False"	"IsMasterProtein"	"PF3D7_1413500"	"organism=Plasmodium_falciparum_3D7 | product=FeS assembly ATPase SufC (SufC) | location=Pf3D7_14_v3:536796-537839(-) | length=347 | sequence_SO=chromosome | SO=protein_coding"	"7.78097982708934"	"3"	"3"	"3"	"1"	"347"	"40.247"	"8.91"	""	"0.938"	"0.973"	"0.876"	"0.584"	"0.357"	"0.242"	"0.230"	"0.204"	"0.198"	"476.1"	"446.4"	"463.3"	"417.0"	"278.0"	"169.8"	"115.2"	"109.3"	"97.1"	"94.3"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.334"	"0"	"59.08"	"3"
"False"	"IsMasterProtein"	"PF3D7_1022800"	"organism=Plasmodium_falciparum_3D7 | product=4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase (GcpE) | location=Pf3D7_10_v3:955883-958357(+) | length=824 | sequence_SO=chromosome | SO=protein_coding"	"6.18932038834951"	"5"	"5"	"5"	"1"	"824"	"95.166"	"8.76"	""	"0.981"	"0.894"	"0.689"	"0.267"	"0.208"	"0.146"	"0.159"	"0.112"	"0.117"	"271.5"	"266.4"	"242.6"	"187.1"	"72.4"	"56.5"	"39.7"	"43.2"	"30.5"	"31.7"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.259"	"0"	"58.8333333333333"	"5"
"False"	"IsMasterProtein"	"PF3D7_1326900"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium membrane protein, unknown function | location=Pf3D7_13_v3:1129363-1133046(-) | length=1227 | sequence_SO=chromosome | SO=protein_coding"	"4.5639771801141"	"6"	"6"	"6"	"1"	"1227"	"149.596"	"6.77"	""	"0.897"	"0.599"	"0.285"	"0.140"	"0.117"	"0.101"	"0.097"	"0.089"	"0.078"	"1862.9"	"1671.2"	"1116.1"	"531.4"	"260.6"	"218.2"	"188.1"	"180.2"	"165.1"	"145.6"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"5"	"0.208"	"0"	"58.7762745730962"	"6"
"False"	"IsMasterProtein"	"PF3D7_0924300"	"organism=Plasmodium_falciparum_3D7 | product=thiamine pyrophosphokinase (TPK) | location=Pf3D7_09_v3:984815-986017(-) | length=400 | sequence_SO=chromosome | SO=protein_coding"	"11.25"	"4"	"5"	"4"	"1"	"400"	"46.679"	"8.69"	""	"0.962"	"0.966"	"0.762"	"0.470"	"0.339"	"0.260"	"0.231"	"0.215"	"0.188"	"568.6"	"547.0"	"549.1"	"433.3"	"267.4"	"192.9"	"148.0"	"131.6"	"122.0"	"106.7"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"4"	"0.445"	"0"	"58.76"	"4"
"False"	"IsMasterProtein"	"PF3D7_1443200"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:1773276-1775197(+) | length=596 | sequence_SO=chromosome | SO=protein_coding"	"3.18791946308725"	"2"	"3"	"2"	"1"	"596"	"70.994"	"9.09"	""	"0.991"	"0.860"	"0.913"	"0.704"	"0.740"	"0.719"	"0.655"	"0.648"	"0.748"	"116.6"	"115.5"	"100.3"	"106.4"	"82.1"	"86.3"	"83.8"	"76.4"	"75.5"	"87.2"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.129"	"0"	"58.71"	"2"
"False"	"IsMasterProtein"	"PF3D7_1352000"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_13_v3:2069317-2075337(+) | length=2006 | sequence_SO=chromosome | SO=protein_coding"	"2.39282153539382"	"5"	"7"	"4"	"1"	"2006"	"239.869"	"6.04"	""	"0.957"	"0.947"	"0.851"	"0.680"	"0.542"	"0.511"	"0.543"	"0.455"	"0.473"	"318.5"	"304.7"	"301.6"	"271.0"	"216.6"	"172.6"	"162.8"	"173.1"	"144.8"	"150.6"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.083"	"0"	"58.6267834468559"	"5"
"False"	"IsMasterProtein"	"PF3D7_0709600"	"organism=Plasmodium_falciparum_3D7 | product=ribonucleases P/MRP protein subunit POP1, putative (POP1) | location=Pf3D7_07_v3:429857-433758(-) | length=1156 | sequence_SO=chromosome | SO=protein_coding"	"2.16262975778547"	"3"	"3"	"3"	"1"	"1156"	"138.217"	"9.77"	""	"0.922"	"0.925"	"0.946"	"0.679"	"0.672"	"0.631"	"0.542"	"0.585"	"0.543"	"461.0"	"424.9"	"426.5"	"436.2"	"312.9"	"309.6"	"290.8"	"249.8"	"269.9"	"250.1"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"3"	"0.102"	"0"	"58.4857681139332"	"3"
"False"	"IsMasterProtein"	"PF3D7_0415400"	"organism=Plasmodium_falciparum_3D7 | product=coatomer subunit zeta, putative | location=Pf3D7_04_v3:686414-687040(-) | length=208 | sequence_SO=chromosome | SO=protein_coding"	"6.25"	"1"	"1"	"1"	"1"	"208"	"23.776"	"4.83"	""	"0.936"	"0.881"	"0.624"	"0.335"	"0.230"	"0.218"	"0.209"	"0.110"	"0.153"	"120.3"	"112.6"	"106.0"	"75.1"	"40.3"	"27.7"	"26.2"	"25.1"	"13.2"	"18.4"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.389"	"0"	"58.43"	"1"
"False"	"IsMasterProtein"	"PF3D7_0711100"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium membrane protein, unknown function | location=Pf3D7_07_v3:492519-493232(-) | length=237 | sequence_SO=chromosome | SO=protein_coding"	"9.28270042194093"	"2"	"2"	"2"	"1"	"237"	"27.367"	"8.53"	""	"0.901"	"1.009"	"0.987"	"0.853"	"0.791"	"0.886"	"0.862"	"0.755"	"0.841"	"281.7"	"253.8"	"284.2"	"278.1"	"240.3"	"222.7"	"249.7"	"242.7"	"212.7"	"236.8"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.778"	"0"	"58.36"	"2"
"False"	"IsMasterProtein"	"PF3D7_1437800"	"organism=Plasmodium_falciparum_3D7 | product=trafficking protein particle complex subunit 5, putative (TRAPPC5) | location=Pf3D7_14_v3:1530276-1530830(-) | length=184 | sequence_SO=chromosome | SO=protein_coding"	"10.3260869565217"	"2"	"3"	"2"	"1"	"184"	"21.498"	"7.77"	""	"0.915"	"0.864"	"0.814"	"0.575"	"0.333"	"0.159"	"0.072"	"0.045"	"0.041"	"171.2"	"156.6"	"148.0"	"139.4"	"98.5"	"57.0"	"27.3"	"12.4"	"7.7"	"7.1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"0.668"	"0"	"58.3066666666667"	"2"
"False"	"IsMasterProtein"	"PF3D7_1120900"	"organism=Plasmodium_falciparum_3D7 | product=heat shock factor-binding protein 1 (HSBP) | location=Pf3D7_11_v3:790267-790608(+) | length=113 | sequence_SO=chromosome | SO=protein_coding"	"9.73451327433628"	"1"	"2"	"1"	"1"	"113"	"13.161"	"4.72"	""	"0.959"	"0.897"	"0.798"	"0.495"	"0.380"	"0.338"	"0.359"	"0.343"	"0.303"	"140.1"	"134.3"	"125.7"	"111.8"	"69.3"	"53.3"	"47.3"	"50.3"	"48.1"	"42.4"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.778"	"0"	"58.27"	"1"
"False"	"IsMasterProtein"	"PF3D7_0615800"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_06_v3:657939-661789(-) | length=1185 | sequence_SO=chromosome | SO=protein_coding"	"2.53164556962025"	"3"	"5"	"2"	"1"	"1185"	"141.052"	"6.19"	""	"0.954"	"0.947"	"0.873"	"0.775"	"0.730"	"0.673"	"0.612"	"0.693"	"0.646"	"144.7"	"138.1"	"137.1"	"126.3"	"112.2"	"105.6"	"97.4"	"88.6"	"100.3"	"93.5"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.109"	"0"	"58.1524860199051"	"3"
"False"	"IsMasterProtein"	"PF3D7_1469500"	"organism=Plasmodium_falciparum_3D7 | product=conserved Plasmodium protein, unknown function | location=Pf3D7_14_v3:2847235-2849298(-) | length=687 | sequence_SO=chromosome | SO=protein_coding"	"3.20232896652111"	"2"	"2"	"2"	"1"	"687"	"81.896"	"8.97"	""	"0.892"	"0.844"	"0.645"	"0.335"	"0.232"	"0.219"	"0.187"	"0.176"	"0.166"	"234.6"	"209.2"	"198.1"	"151.2"	"78.7"	"54.4"	"51.3"	"43.9"	"41.3"	"39.0"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"2"	"0.096"	"0"	"58.13"	"2"
